,smrbci,dynamical,exponential
334,"(0.9790485501289368, 0.020951442420482635)","(0.7703625559806824, 0.22963742911815643)","(1.0, 0.0)"
335,"(0.917479395866394, 0.08252058923244476)","(0.7747761011123657, 0.22522392868995667)","(1.0, 0.0)"
336,"(0.9914923906326294, 0.008507621474564075)","(0.7812775373458862, 0.21872244775295258)","(1.0, 0.0)"
337,"(0.9997121095657349, 0.00028789363568648696)","(0.7878305912017822, 0.21216940879821777)","(1.0, 0.0)"
338,"(0.9893637299537659, 0.010636275634169579)","(0.793876588344574, 0.20612342655658722)","(1.0, 0.0)"
339,"(0.9735390543937683, 0.026460960507392883)","(0.7992664575576782, 0.20073355734348297)","(1.0, 0.0)"
340,"(0.9977017641067505, 0.0022982656955718994)","(0.8052194714546204, 0.19478049874305725)","(1.0, 0.0)"
341,"(0.9995795488357544, 0.000420461903559044)","(0.811050295829773, 0.18894970417022705)","(1.0, 0.0)"
342,"(0.9963793754577637, 0.0036206082440912724)","(0.8166101574897766, 0.1833898425102234)","(1.0, 0.0)"
343,"(0.990456759929657, 0.009543228894472122)","(0.8218255639076233, 0.1781744509935379)","(1.0, 0.0)"
344,"(0.9981732964515686, 0.001826707855798304)","(0.8271160125732422, 0.1728840172290802)","(1.0, 0.0)"
345,"(0.9993088245391846, 0.0006911642849445343)","(0.832281768321991, 0.16771823167800903)","(1.0, 0.0)"
346,"(0.9918658137321472, 0.008134209550917149)","(0.8370692729949951, 0.16293072700500488)","(1.0, 0.0)"
347,"(0.9806944131851196, 0.01930559240281582)","(0.8413780331611633, 0.15862196683883667)","(1.0, 0.0)"
348,"(0.8426733613014221, 0.15732666850090027)","(0.8414168953895569, 0.15858310461044312)","(1.0, 0.0)"
349,"(0.25428739190101624, 0.7457126379013062)","(0.8238030076026917, 0.17619697749614716)","(0.994565486907959, 0.005434513092041016)"
350,"(0.03687875345349312, 0.963121235370636)","(0.8001953363418579, 0.19980469346046448)","(0.9713691473007202, 0.028630852699279785)"
351,"(0.01667354628443718, 0.9833264350891113)","(0.7766897082328796, 0.22331032156944275)","(0.9450492858886719, 0.054950714111328125)"
352,"(0.014216886833310127, 0.9857831001281738)","(0.7538155317306519, 0.24618448317050934)","(0.917891800403595, 0.08210819959640503)"
353,"(0.03538082167506218, 0.9646191596984863)","(0.7322624921798706, 0.2677375078201294)","(0.8930696249008179, 0.10693037509918213)"
354,"(0.024412265047430992, 0.9755877256393433)","(0.7110270261764526, 0.28897297382354736)","(0.8664115071296692, 0.1335884928703308)"
355,"(0.006476001348346472, 0.9935240149497986)","(0.6898905038833618, 0.3101094961166382)","(0.8368966579437256, 0.16310334205627441)"
356,"(0.0039055421948432922, 0.9960944652557373)","(0.669310986995697, 0.330689013004303)","(0.8066680431365967, 0.19333195686340332)"
357,"(0.05482225492596626, 0.9451777338981628)","(0.6508763432502747, 0.34912365674972534)","(0.7828499674797058, 0.2171500325202942)"
358,"(0.9720940589904785, 0.027905955910682678)","(0.6605128645896912, 0.33948713541030884)","(0.8040413856506348, 0.19595861434936523)"
359,"(0.7844302654266357, 0.21556974947452545)","(0.6642303466796875, 0.3357696235179901)","(0.8084365725517273, 0.1915634274482727)"
360,"(0.28748583793640137, 0.7125141620635986)","(0.6529280543327332, 0.34707194566726685)","(0.8014014959335327, 0.19859850406646729)"
361,"(0.9126819968223572, 0.08731799572706223)","(0.6607206463813782, 0.3392793536186218)","(0.8157315850257874, 0.18426841497421265)"
362,"(0.991959273815155, 0.008040719665586948)","(0.6706578135490417, 0.32934218645095825)","(0.8398357629776001, 0.1601642370223999)"
363,"(0.9167829155921936, 0.0832170844078064)","(0.6780415773391724, 0.32195845246315)","(0.8549160361289978, 0.1450839638710022)"
364,"(0.9767186045646667, 0.0232814010232687)","(0.6870018839836121, 0.3129981458187103)","(0.8773099780082703, 0.12269002199172974)"
365,"(0.9984092116355896, 0.001590791973285377)","(0.6963440775871277, 0.3036559224128723)","(0.9030256271362305, 0.09697437286376953)"
366,"(0.9928242564201355, 0.007175744045525789)","(0.7052384614944458, 0.2947615385055542)","(0.9283265471458435, 0.0716734528541565)"
367,"(0.7768941521644592, 0.22310587763786316)","(0.707388162612915, 0.29261186718940735)","(0.9339027404785156, 0.06609725952148438)"
368,"(0.8285391926765442, 0.1714608073234558)","(0.711022675037384, 0.28897732496261597)","(0.9427211284637451, 0.05727887153625488)"
369,"(0.9143406748771667, 0.08565933257341385)","(0.7171221971511841, 0.2828778028488159)","(0.9590858817100525, 0.04091411828994751)"
370,"(0.7456251382827759, 0.25437483191490173)","(0.7179772853851318, 0.28202271461486816)","(0.9637220501899719, 0.036277949810028076)"
371,"(0.5801220536231995, 0.41987791657447815)","(0.7138416171073914, 0.28615838289260864)","(0.9640098214149475, 0.03599017858505249)"
372,"(0.9520270228385925, 0.047972965985536575)","(0.7209872007369995, 0.2790127992630005)","(0.9850196242332458, 0.01498037576675415)"
373,"(0.9904558658599854, 0.00954411644488573)","(0.7290712594985962, 0.2709287703037262)","(1.0, 0.0)"
374,"(0.9984456896781921, 0.0015543370973318815)","(0.7371524572372437, 0.26284754276275635)","(1.0, 0.0)"
375,"(0.9996965527534485, 0.00030344544211402535)","(0.7450287938117981, 0.2549712061882019)","(1.0, 0.0)"
376,"(0.999947190284729, 5.283643986331299e-05)","(0.7526763081550598, 0.247323676943779)","(1.0, 0.0)"
377,"(0.9999926686286926, 7.338451723626349e-06)","(0.7600958347320557, 0.23990419507026672)","(1.0, 0.0)"
378,"(0.9999975562095642, 2.443128323648125e-06)","(0.767292857170105, 0.23270714282989502)","(1.0, 0.0)"
379,"(0.9999985694885254, 1.4265540357882855e-06)","(0.7742739915847778, 0.22572597861289978)","(1.0, 0.0)"
380,"(0.9999996423721313, 3.7011903941674973e-07)","(0.7810457944869995, 0.21895422041416168)","(1.0, 0.0)"
381,"(1.0, 1.5354865823269392e-08)","(0.7876144051551819, 0.21238559484481812)","(1.0, 0.0)"
382,"(1.0, 1.692673085029739e-10)","(0.7939859628677368, 0.20601403713226318)","(1.0, 0.0)"
383,"(1.0, 3.1408458056603195e-09)","(0.8001663684844971, 0.19983361661434174)","(1.0, 0.0)"
384,"(1.0, 1.3461648684653937e-08)","(0.8061614036560059, 0.19383862614631653)","(1.0, 0.0)"
385,"(1.0, 2.1389530147075675e-08)","(0.8119765520095825, 0.18802346289157867)","(1.0, 0.0)"
386,"(1.0, 9.709804515978249e-09)","(0.8176172375679016, 0.1823827624320984)","(1.0, 0.0)"
387,"(1.0, 6.260259866053275e-09)","(0.8230887055397034, 0.17691129446029663)","(1.0, 0.0)"
388,"(1.0, 6.336904778692087e-09)","(0.8283960223197937, 0.1716039627790451)","(1.0, 0.0)"
389,"(1.0, 2.72743747586901e-08)","(0.833544135093689, 0.16645585000514984)","(1.0, 0.0)"
390,"(0.9999999403953552, 7.688200298616721e-08)","(0.8385378122329712, 0.16146217286586761)","(1.0, 0.0)"
391,"(1.0, 2.6794937380003603e-09)","(0.8433817028999329, 0.15661831200122833)","(1.0, 0.0)"
392,"(1.0, 3.3762287410255e-10)","(0.8480802178382874, 0.15191976726055145)","(1.0, 0.0)"
393,"(1.0, 2.2619853212724195e-10)","(0.8526378273963928, 0.14736218750476837)","(1.0, 0.0)"
394,"(1.0, 1.2197082233100787e-10)","(0.8570587038993835, 0.14294132590293884)","(1.0, 0.0)"
395,"(1.0, 4.1731793021249075e-10)","(0.8613469004631042, 0.13865308463573456)","(1.0, 0.0)"
396,"(1.0, 1.722067466403132e-08)","(0.8655065298080444, 0.13449349999427795)","(1.0, 0.0)"
397,"(0.9999990463256836, 9.362877904095512e-07)","(0.8695412874221802, 0.13045872747898102)","(1.0, 0.0)"
398,"(0.9999865293502808, 1.3496679457603022e-05)","(0.8734546303749084, 0.12654536962509155)","(1.0, 0.0)"
399,"(0.9999352693557739, 6.471826782217249e-05)","(0.8772490620613098, 0.12275095283985138)","(1.0, 0.0)"
400,"(0.9997720122337341, 0.00022796551638748497)","(0.8809247612953186, 0.11907526850700378)","(1.0, 0.0)"
401,"(0.9996808171272278, 0.0003192119474988431)","(0.8844873905181885, 0.11551259458065033)","(1.0, 0.0)"
