,smrbci,dynamical,exponential
1710,"(0.07002782821655273, 0.9299721717834473)","(0.4151218831539154, 0.5848780870437622)","(0.34058183431625366, 0.6594181656837463)"
1711,"(0.34334227442741394, 0.6566576957702637)","(0.4129684865474701, 0.5870314836502075)","(0.3407597839832306, 0.6592402458190918)"
1712,"(0.4627649486064911, 0.5372350215911865)","(0.4129684865474701, 0.5870314836502075)","(0.3429620862007141, 0.6570379137992859)"
1713,"(0.6082980036735535, 0.39170199632644653)","(0.4188283681869507, 0.5811716318130493)","(0.34701597690582275, 0.6529840230941772)"
1714,"(0.8023765087127686, 0.19762347638607025)","(0.43033480644226074, 0.5696651935577393)","(0.35795629024505615, 0.6420437097549438)"
1715,"(0.7208716869354248, 0.2791283130645752)","(0.43905091285705566, 0.5609490871429443)","(0.36481383442878723, 0.6351861953735352)"
1716,"(0.10452339053153992, 0.8954765796661377)","(0.4290151000022888, 0.5709848999977112)","(0.35157763957977295, 0.648422360420227)"
1717,"(0.15606893599033356, 0.8439310789108276)","(0.4208267033100128, 0.5791732668876648)","(0.3428952991962433, 0.6571047306060791)"
1718,"(0.783403217792511, 0.2165967971086502)","(0.43170401453971863, 0.5682960152626038)","(0.35278841853141785, 0.6472115516662598)"
1719,"(0.9725388884544373, 0.027461087331175804)","(0.4479290246963501, 0.5520709753036499)","(0.3795927166938782, 0.6204072833061218)"
1720,"(0.59373939037323, 0.40626057982444763)","(0.45230334997177124, 0.5476966500282288)","(0.3829405903816223, 0.6170594096183777)"
1721,"(0.5176802277565002, 0.48231977224349976)","(0.45230334997177124, 0.5476966500282288)","(0.3852372467517853, 0.6147627830505371)"
1722,"(0.9900059700012207, 0.00999405700713396)","(0.4684343934059143, 0.5315656065940857)","(0.41399049758911133, 0.5860095024108887)"
1723,"(0.9999358057975769, 6.421921716537327e-05)","(0.48437944054603577, 0.5156205892562866)","(0.443713903427124, 0.556286096572876)"
1724,"(0.9823153018951416, 0.017684681341052055)","(0.4993174970149994, 0.500682532787323)","(0.470418244600296, 0.5295817852020264)"
1725,"(0.3171904683113098, 0.6828095316886902)","(0.49385368824005127, 0.5061463117599487)","(0.46783944964408875, 0.5321605205535889)"
1726,"(0.8947586417198181, 0.10524137318134308)","(0.5058808326721191, 0.49411916732788086)","(0.4839807152748108, 0.5160192847251892)"
1727,"(0.9988606572151184, 0.0011393444146960974)","(0.5206701755523682, 0.47932979464530945)","(0.51225346326828, 0.48774653673171997)"
1728,"(0.9958374500274658, 0.00416252575814724)","(0.5349252223968506, 0.4650747776031494)","(0.5395339727401733, 0.46046602725982666)"
1729,"(0.9392109513282776, 0.06078905612230301)","(0.5470537543296814, 0.4529462158679962)","(0.558957576751709, 0.441042423248291)"
1730,"(0.9979589581489563, 0.0020410148426890373)","(0.5605809092521667, 0.43941909074783325)","(0.5856538414955139, 0.4143461585044861)"
1731,"(0.9999276399612427, 7.238246325869113e-05)","(0.5737612843513489, 0.42623868584632874)","(0.6121664643287659, 0.38783353567123413)"
1732,"(0.9987550973892212, 0.001244910410605371)","(0.5865110754966736, 0.41348889470100403)","(0.6380852460861206, 0.3619147539138794)"
1733,"(0.9941225647926331, 0.005877406802028418)","(0.5987394452095032, 0.4012605547904968)","(0.6629762649536133, 0.3370237350463867)"
1734,"(0.9942851662635803, 0.005714845843613148)","(0.610605776309967, 0.38939419388771057)","(0.6876049041748047, 0.3123950958251953)"
1735,"(0.9967636466026306, 0.0032363501377403736)","(0.622190535068512, 0.37780946493148804)","(0.7123714685440063, 0.28762853145599365)"
1736,"(0.8650352358818054, 0.1349647492170334)","(0.6294758319854736, 0.370524138212204)","(0.7221954464912415, 0.27780455350875854)"
1737,"(0.7061595320701599, 0.2938404679298401)","(0.6317763328552246, 0.368223637342453)","(0.7230144739151001, 0.2769855260848999)"
1738,"(0.8266012072563171, 0.17339876294136047)","(0.6376211047172546, 0.36237889528274536)","(0.7298793792724609, 0.27012062072753906)"
1739,"(0.9384889602661133, 0.06151101738214493)","(0.6466471552848816, 0.3533528745174408)","(0.7468880414962769, 0.25311195850372314)"
1740,"(0.9511094093322754, 0.04889056086540222)","(0.6557809710502625, 0.34421899914741516)","(0.7653627395629883, 0.23463726043701172)"
1741,"(0.9955587983131409, 0.004441212862730026)","(0.6659743189811707, 0.33402568101882935)","(0.7897330522537231, 0.21026694774627686)"
1742,"(0.999832034111023, 0.0001679634879110381)","(0.6759900450706482, 0.3240099549293518)","(0.8148053884506226, 0.18519461154937744)"
1743,"(0.9998027682304382, 0.0001972405589185655)","(0.6857044100761414, 0.31429558992385864)","(0.8400320410728455, 0.15996795892715454)"
1744,"(0.9980608224868774, 0.0019392005633562803)","(0.6950750946998596, 0.3049249053001404)","(0.8652362823486328, 0.1347637176513672)"
1745,"(0.9928466081619263, 0.0071533746086061)","(0.7040082216262817, 0.29599177837371826)","(0.8899878263473511, 0.11001217365264893)"
1746,"(0.9986363649368286, 0.0013636433286592364)","(0.7128470540046692, 0.2871529459953308)","(0.9159217476844788, 0.08407825231552124)"
1747,"(0.9945630431175232, 0.005436985287815332)","(0.7212985157966614, 0.27870145440101624)","(0.941684365272522, 0.05831563472747803)"
1748,"(0.9801816344261169, 0.019818371161818504)","(0.7290650010108948, 0.27093496918678284)","(0.9658960103988647, 0.034103989601135254)"
1749,"(0.9832813739776611, 0.016718605533242226)","(0.7366914749145508, 0.26330849528312683)","(0.9909860491752625, 0.009013950824737549)"
1750,"(0.9982806444168091, 0.001719356863759458)","(0.7445391416549683, 0.25546082854270935)","(1.0, 0.0)"
1751,"(0.9993462562561035, 0.0006537502631545067)","(0.7521833777427673, 0.24781662225723267)","(1.0, 0.0)"
1752,"(0.9903615713119507, 0.009638444520533085)","(0.7593287229537964, 0.2406712770462036)","(1.0, 0.0)"
1753,"(0.9454450011253357, 0.0545550175011158)","(0.7649121880531311, 0.2350877970457077)","(1.0, 0.0)"
1754,"(0.9886065721511841, 0.011393447406589985)","(0.7716230154037476, 0.22837696969509125)","(1.0, 0.0)"
1755,"(0.9993630051612854, 0.0006369903567247093)","(0.7784551978111267, 0.2215447872877121)","(1.0, 0.0)"
1756,"(0.9997386932373047, 0.0002612770185805857)","(0.7850937247276306, 0.21490629017353058)","(1.0, 0.0)"
1757,"(0.9987275004386902, 0.0012724912958219647)","(0.7915027141571045, 0.20849727094173431)","(1.0, 0.0)"
1758,"(0.9999741911888123, 2.5782726879697293e-05)","(0.7977568507194519, 0.2022431343793869)","(1.0, 0.0)"
1759,"(0.9999986886978149, 1.2926560657433583e-06)","(0.8038241267204285, 0.19617588818073273)","(1.0, 0.0)"
1760,"(0.9998224973678589, 0.00017752908752299845)","(0.809704065322876, 0.19029594957828522)","(1.0, 0.0)"
1761,"(0.9937278628349304, 0.006272127851843834)","(0.8152247667312622, 0.1847752332687378)","(1.0, 0.0)"
1762,"(0.9998577833175659, 0.0001422008645022288)","(0.8207637667655945, 0.1792362481355667)","(1.0, 0.0)"
1763,"(0.9999953508377075, 4.66854362457525e-06)","(0.8261407017707825, 0.17385931313037872)","(1.0, 0.0)"
1764,"(0.9999461770057678, 5.380488437367603e-05)","(0.8313548564910889, 0.16864514350891113)","(1.0, 0.0)"
1765,"(0.9992820024490356, 0.0007179894018918276)","(0.8363926410675049, 0.16360732913017273)","(1.0, 0.0)"
1766,"(0.9999660849571228, 3.389460835023783e-05)","(0.841299831867218, 0.1587001383304596)","(1.0, 0.0)"
1767,"(0.9999504089355469, 4.9606955144554377e-05)","(0.8460593819618225, 0.15394063293933868)","(1.0, 0.0)"
1768,"(0.9598641991615295, 0.040135789662599564)","(0.8494735360145569, 0.1505264788866043)","(1.0, 0.0)"
1769,"(0.6570047736167908, 0.34299519658088684)","(0.8436994552612305, 0.15630054473876953)","(1.0, 0.0)"
1770,"(0.9810278415679932, 0.01897215098142624)","(0.8478193283081055, 0.15218068659305573)","(1.0, 0.0)"
1771,"(0.9991381764411926, 0.0008618018473498523)","(0.852358877658844, 0.1476411372423172)","(1.0, 0.0)"
1772,"(0.931945264339447, 0.06805471330881119)","(0.8547464609146118, 0.14525353908538818)","(1.0, 0.0)"
1773,"(0.22854287922382355, 0.7714571356773376)","(0.8359603881835938, 0.16403962671756744)","(0.9933454990386963, 0.006654500961303711)"
1774,"(0.2603548467159271, 0.7396451234817505)","(0.8186922073364258, 0.18130777776241302)","(0.9880415797233582, 0.011958420276641846)"
1775,"(0.5100656747817993, 0.4899343252182007)","(0.8186922073364258, 0.18130777776241302)","(0.9879204034805298, 0.012079596519470215)"
1776,"(0.8111976385116577, 0.18880237638950348)","(0.818467378616333, 0.181532621383667)","(0.9966092109680176, 0.003390789031982422)"
1777,"(0.7634048461914062, 0.23659512400627136)","(0.8168154954910278, 0.18318448960781097)","(1.0, 0.0)"
1778,"(0.8075500130653381, 0.19244997203350067)","(0.8165375590324402, 0.183462455868721)","(1.0, 0.0)"
1779,"(0.8975656628608704, 0.10243431478738785)","(0.8189683556556702, 0.18103161454200745)","(1.0, 0.0)"
1780,"(0.8178718090057373, 0.1821281909942627)","(0.8189355134963989, 0.18106451630592346)","(1.0, 0.0)"
1781,"(0.07949960976839066, 0.9205003976821899)","(0.7967524528503418, 0.2032475620508194)","(0.9818857908248901, 0.018114209175109863)"
1782,"(0.004214543849229813, 0.9957854747772217)","(0.7729763388633728, 0.2270236760377884)","(0.9540174603462219, 0.045982539653778076)"
1783,"(0.016889894381165504, 0.9831101298332214)","(0.7502937316894531, 0.24970625340938568)","(0.9273961186408997, 0.07260388135910034)"
1784,"(0.033969588577747345, 0.9660304188728333)","(0.7288040518760681, 0.2711959481239319)","(0.9025580286979675, 0.09744197130203247)"
1785,"(0.011423267424106598, 0.9885767102241516)","(0.7072826623916626, 0.2927173674106598)","(0.8742727637290955, 0.12572723627090454)"
1786,"(0.0022889829706400633, 0.9977110028266907)","(0.6861328482627869, 0.31386715173721313)","(0.8442613482475281, 0.15573865175247192)"
1787,"(0.0013785528717562556, 0.9986214637756348)","(0.665590226650238, 0.3344097435474396)","(0.8137447237968445, 0.18625527620315552)"
1788,"(0.0003028032078873366, 0.999697208404541)","(0.6456316113471985, 0.3543683588504791)","(0.7827863097190857, 0.2172136902809143)"
1789,"(6.175423186505213e-05, 0.9999382495880127)","(0.6262645721435547, 0.3737354278564453)","(0.7516114115715027, 0.24838858842849731)"
1790,"(2.7384554414311424e-05, 0.9999726414680481)","(0.6074774861335754, 0.39252254366874695)","(0.720365583896637, 0.27963441610336304)"
1791,"(8.442676335107535e-05, 0.999915599822998)","(0.589255690574646, 0.410744309425354)","(0.689181923866272, 0.310818076133728)"
1792,"(0.0007451436831615865, 0.9992548823356628)","(0.5716003775596619, 0.42839962244033813)","(0.6582661271095276, 0.3417338728904724)"
1793,"(0.023632904514670372, 0.9763671159744263)","(0.5551613569259644, 0.44483861327171326)","(0.6308289170265198, 0.3691710829734802)"
1794,"(0.2592330276966095, 0.7407669425010681)","(0.5462835431098938, 0.4537164568901062)","(0.6233189105987549, 0.3766810894012451)"
1795,"(0.39568740129470825, 0.6043125987052917)","(0.5417656302452087, 0.45823433995246887)","(0.6197548508644104, 0.3802451491355896)"
1796,"(0.4035865366458893, 0.5964134335517883)","(0.5376203060150146, 0.46237972378730774)","(0.6163731813430786, 0.3836268186569214)"
1797,"(0.5358110070228577, 0.46418896317481995)","(0.5376203060150146, 0.46237972378730774)","(0.6146975755691528, 0.38530242443084717)"
1798,"(0.6334508061408997, 0.36654919385910034)","(0.5404952168464661, 0.4595048129558563)","(0.6145645380020142, 0.38543546199798584)"
1799,"(0.8649293184280396, 0.13507066667079926)","(0.5502282381057739, 0.44977179169654846)","(0.6253576278686523, 0.37464237213134766)"
1800,"(0.9523264765739441, 0.047673530876636505)","(0.562291145324707, 0.43770885467529297)","(0.6448898315429688, 0.35511016845703125)"
1801,"(0.9395419955253601, 0.06045802682638168)","(0.5736086368560791, 0.4263913333415985)","(0.6626520752906799, 0.33734792470932007)"
1802,"(0.9656311869621277, 0.03436881676316261)","(0.585369348526001, 0.4146306812763214)","(0.6833962202072144, 0.31660377979278564)"
1803,"(0.9923067688941956, 0.007693251594901085)","(0.5975774526596069, 0.40242254734039307)","(0.7075566649436951, 0.29244333505630493)"
1804,"(0.9937205910682678, 0.0062794312834739685)","(0.6094617247581482, 0.3905382752418518)","(0.7317593693733215, 0.26824063062667847)"
1805,"(0.9262633919715881, 0.07373662292957306)","(0.618965744972229, 0.3810342252254486)","(0.7473917603492737, 0.2526082396507263)"
1806,"(0.7932195067405701, 0.20678050816059113)","(0.6241933703422546, 0.37580662965774536)","(0.7521037459373474, 0.2478962540626526)"
1807,"(0.6899468898773193, 0.31005313992500305)","(0.6261659860610962, 0.3738340139389038)","(0.7523494958877563, 0.24765050411224365)"
1808,"(0.9580591320991516, 0.04194089025259018)","(0.6361227631568909, 0.36387723684310913)","(0.7716776132583618, 0.22832238674163818)"
1809,"(0.9743857979774475, 0.025614220649003983)","(0.6462706327438354, 0.35372936725616455)","(0.7931345701217651, 0.20686542987823486)"
1810,"(0.9223539233207703, 0.07764609903097153)","(0.6545531153678894, 0.3454468846321106)","(0.8084364533424377, 0.19156354665756226)"
1811,"(0.8059813976287842, 0.19401861727237701)","(0.6590960025787354, 0.34090402722358704)","(0.8141185641288757, 0.18588143587112427)"
1812,"(0.7144628167152405, 0.2855371832847595)","(0.6607570052146912, 0.3392430245876312)","(0.8154320120811462, 0.18456798791885376)"
1813,"(0.7236140370368958, 0.27638596296310425)","(0.6626427173614502, 0.3373573124408722)","(0.8170956969261169, 0.18290430307388306)"
1814,"(0.927644670009613, 0.07235532999038696)","(0.670592725276947, 0.329407274723053)","(0.8331326842308044, 0.16686731576919556)"
1815,"(0.9823672771453857, 0.0176327396184206)","(0.6799459457397461, 0.3200540244579315)","(0.8560535907745361, 0.14394640922546387)"
1816,"(0.9513330459594727, 0.048666972666978836)","(0.6880875825881958, 0.3119124174118042)","(0.8752232789993286, 0.12477672100067139)"
1817,"(0.973339319229126, 0.026660704985260963)","(0.6966451406478882, 0.3033548891544342)","(0.8974310755729675, 0.10256892442703247)"
1818,"(0.9953910708427429, 0.0046089584939181805)","(0.7056074738502502, 0.29439252614974976)","(0.9230103492736816, 0.07698965072631836)"
1819,"(0.9893811345100403, 0.010618848726153374)","(0.7141206860542297, 0.28587931394577026)","(0.9481591582298279, 0.05184084177017212)"
1820,"(0.6069512367248535, 0.3930487632751465)","(0.7109056115150452, 0.28909438848495483)","(0.9485825896263123, 0.051417410373687744)"
1821,"(0.8592616319656372, 0.140738382935524)","(0.7153562903404236, 0.2846437096595764)","(0.9599786996841431, 0.040021300315856934)"
1822,"(0.9984233975410461, 0.0015766220167279243)","(0.723848283290863, 0.27615171670913696)","(0.9870962500572205, 0.012903749942779541)"
1823,"(0.9997128844261169, 0.000287140894215554)","(0.7321242094039917, 0.2678757905960083)","(1.0, 0.0)"
1824,"(0.9962753653526306, 0.0037246213760226965)","(0.7400487661361694, 0.25995126366615295)","(1.0, 0.0)"
1825,"(0.9996031522750854, 0.00039682482019998133)","(0.7478353977203369, 0.2521646320819855)","(1.0, 0.0)"
1826,"(0.9999985694885254, 1.4278404023571056e-06)","(0.7554002404212952, 0.24459974467754364)","(1.0, 0.0)"
1827,"(0.999980092048645, 1.993642217712477e-05)","(0.7627376317977905, 0.23726235330104828)","(1.0, 0.0)"
1828,"(0.9987961053848267, 0.0012038982240483165)","(0.7698193788528442, 0.23018060624599457)","(1.0, 0.0)"
1829,"(0.9977648854255676, 0.0022351029329001904)","(0.77665776014328, 0.22334225475788116)","(1.0, 0.0)"
1830,"(0.9993236064910889, 0.0006763669662177563)","(0.7833377122879028, 0.21666228771209717)","(1.0, 0.0)"
1831,"(0.998484194278717, 0.0015158093301579356)","(0.7897921204566956, 0.21020789444446564)","(1.0, 0.0)"
1832,"(0.9877189993858337, 0.01228100061416626)","(0.79572993516922, 0.20427009463310242)","(1.0, 0.0)"
1833,"(0.8873836994171143, 0.11261629313230515)","(0.7984794974327087, 0.20152048766613007)","(1.0, 0.0)"
1834,"(0.6736571788787842, 0.32634279131889343)","(0.7947348356246948, 0.20526514947414398)","(1.0, 0.0)"
1835,"(0.14916834235191345, 0.8508316278457642)","(0.7753678560256958, 0.224632129073143)","(0.9882804751396179, 0.01171952486038208)"
1836,"(0.003804950974881649, 0.9961950778961182)","(0.7522209882736206, 0.247778981924057)","(0.9604781270027161, 0.039521872997283936)"
1837,"(0.0010789285879582167, 0.9989210963249207)","(0.7296867966651917, 0.27031323313713074)","(0.9317425489425659, 0.06825745105743408)"
1838,"(0.0006240223883651197, 0.9993759989738464)","(0.7078149318695068, 0.29218509793281555)","(0.9024091958999634, 0.09759080410003662)"
1839,"(0.00011387839185772464, 0.9998860955238342)","(0.6865838766098022, 0.31341609358787537)","(0.8725025057792664, 0.12749749422073364)"
1840,"(8.777641596680041e-06, 0.999991238117218)","(0.6659866571426392, 0.33401334285736084)","(0.8421346545219421, 0.15786534547805786)"
1841,"(2.5346366783196572e-06, 0.9999974370002747)","(0.6460071802139282, 0.35399284958839417)","(0.811394214630127, 0.18860578536987305)"
1842,"(1.9825397146178148e-07, 0.9999998211860657)","(0.6266269683837891, 0.37337303161621094)","(0.7803738713264465, 0.21962612867355347)"
1843,"(1.3508918428328798e-08, 1.0)","(0.6078281998634338, 0.39217182993888855)","(0.7491806149482727, 0.2508193850517273)"
